CVE Estado,Estado,CVE Municipio,Municipio,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
01,Aguascalientes,001,Aguascalientes,152.3699641,107.8446624,523.0511012,108.7432196,208.277075,879.064475,3.475999898
01,Aguascalientes,002,Asientos,57.6816753,41.53080622,0,0,0,0,0
01,Aguascalientes,005,Jesús María,94.86000325,67.49525062,24.0523,24.5993,36.7025,98.9622174,0.8736
01,Aguascalientes,006,Pabellón de Arteaga,4.8302645,3.017673,35.8528,0.3423,3.3784,0.0168,0.0481
01,Aguascalientes,007,Rincón de Romos,0.3499,0.1498,0.2422,0.9246,4.0465,0.2128,0.0054
01,Aguascalientes,009,Tepezalá,75.669356,50.994566,1329.3097,56.2263,2406.254,6.5221,0.2722
01,Aguascalientes,011,San Francisco de los Romo,88.86517193,63.18160099,79.53610207,31.914644,60.06942,493.6589643,0.2702
02,Baja California,001,Ensenada,77.379692,38.10614566,309.2489923,44.34194334,451.7248052,118.5078562,9.24044E-05
02,Baja California,002,Mexicali,1183.191887,1178.739275,27.19421467,2287.993275,4519.724471,3227.911722,8.516800178
02,Baja California,003,Tecate,89.55046259,56.05247809,44.21909,794.2971889,99.7155,196.10268,0
02,Baja California,004,Tijuana,1122.021012,670.7574198,441.1950918,3869.267182,1669.327446,4435.74031,2.2973
02,Baja California,005,Playas de Rosarito,835.9899962,834.2302962,13.2377,1578.7851,5442.01691,250.6535693,12.2152
03,Baja California Sur,001,Comondú,653.926567,318.2010995,8285.2698,1978.441,9211.194,48.0113,0.2645
03,Baja California Sur,002,Mulegé,213.9315565,70.94469412,1511.008761,591.0392825,3052.35613,90.0103113,0.827045199
03,Baja California Sur,003,La Paz,1216.047032,666.8895536,22991.2303,2899.0718,13497.92526,62.35368509,14.6287
03,Baja California Sur,008,Los Cabos,80.893,10.111625,54.3739,63.6219,1184.3939,2.8265,0
03,Baja California Sur,009,Loreto,0.1325,0.0331,0.7525,0.6624,2.6496,0.0265,0.106
04,Campeche,002,Campeche,672.9558939,536.8413239,107631.5153,686.6212005,4256.139299,318.2792542,14.1101
04,Campeche,003,Carmen,2473.130652,2396.725237,1280.551977,4080.515713,13402.4011,169.2544566,10.95924663
04,Campeche,004,Champotón,1344.933981,782.0901799,10.13686564,33.04128636,255.5999086,10.14149705,0
04,Campeche,007,Palizada,140.7791,89.829975,40.29140238,175.1623,569.014269,5.3494,0.0042
04,Campeche,009,Escárcega,3.950482479,3.950482479,3.672733797,12.49068134,55.75319434,5.675260889,0
04,Campeche,011,Candelaria,0.001,0.001,6.2208E-07,0.0058,0.0342,0.0006,0
05,Coahuila de Zaragoza,002,Acuña,14.53901649,12.51395702,0.159441838,42.3687,145.0594,55.5279335,0.835922623
05,Coahuila de Zaragoza,004,Arteaga,0.957564,0.924195,0.0007,0.4531,0.7362,0.022,0.004
05,Coahuila de Zaragoza,006,Castaños,1.2522,1.2494,0.1202,13.8175,16.5031,20.15578,0.5305
05,Coahuila de Zaragoza,007,Cuatro Ciénegas,0.0466,0.0117,0.2649,0.2332,0.9329,0.0093,0.0374
05,Coahuila de Zaragoza,009,Francisco I. Madero,0.5252,0.5252,0.0071,0.8228,3.2107,0.021,0
05,Coahuila de Zaragoza,010,Frontera,163.1110479,122.6438524,264.7139,47.045,144.4397,1219.90642,1.7278
05,Coahuila de Zaragoza,011,General Cepeda,0,0,0,0,0,0,0
05,Coahuila de Zaragoza,013,Hidalgo,4.8481,3.1577,336.1682,2.8174,30.991,0.1578,0.4508
05,Coahuila de Zaragoza,017,Matamoros,0.038256013,0.038256013,8.0958E-08,0.405857108,0.712609426,0,0
05,Coahuila de Zaragoza,018,Monclova,17488.86523,12820.15423,6448.864729,16579.78893,33285.23893,2065.527452,368.49
05,Coahuila de Zaragoza,020,Múzquiz,0.0628,0.05,6.39965E-07,0.006,0.0352,0.774835,0
05,Coahuila de Zaragoza,022,Nava,3744.9132,899.0994,135421.166,6733.6037,24015.2674,97.1703,7.9107
05,Coahuila de Zaragoza,023,Ocampo,24.8668,3.10835,23.2285,76.063,353.4004,22.7877,0
05,Coahuila de Zaragoza,024,Parras,4.3777,3.8557,0.204,28.5624,34.0032,1.8701,1.0919
05,Coahuila de Zaragoza,025,Piedras Negras,9.7067154,7.8798001,14.5525,32.8621,40.299,466.294934,1.2712
05,Coahuila de Zaragoza,027,Ramos Arizpe,655.4868047,511.8875133,39.77999086,599.2691566,2298.967544,782.3674317,6.058413874
05,Coahuila de Zaragoza,028,Sabinas,0.0086,0.0061,0,0,0,14.7231446,0
05,Coahuila de Zaragoza,030,Saltillo,276.7433248,233.7634495,1895.313164,296.7644907,842.8078036,966.0828439,9.090953616
05,Coahuila de Zaragoza,032,San Juan de Sabinas,2.815575066,2.792375066,0.215184874,30.1823823,36.1973456,1.972528008,1.151463225
05,Coahuila de Zaragoza,033,San Pedro,0.8264,0.5381,57.2994,0.4802,5.2824,0.027,0.0769
05,Coahuila de Zaragoza,034,Sierra Mojada,0.1481,0.0316625,0.6375,0.657,2.713,0.0603,0.0843
05,Coahuila de Zaragoza,035,Torreón,390.1694354,277.1372259,604.3993823,368.9027686,1799.345691,82.6932844,11.69399531
05,Coahuila de Zaragoza,038,Zaragoza,0.7935,0.7935,0.0627,8.7696,10.4399,0.5742,0.3354
06,Colima,001,Armería,6.2465,4.0685,433.1316,3.63,39.93,0.2033,0.5808
06,Colima,002,Colima,3.184862,1.27734372,1.5082,4.176,19.0871,11.62489234,0.051
06,Colima,004,Coquimatlán,0,0,0,0,0,0,0
06,Colima,005,Cuauhtémoc,2553.593107,1496.816268,845.19691,388.955642,334.530462,0.544691952,1.55626272
06,Colima,006,Ixtlahuacán,5.964547761,3.239958274,4.338,0.0859,0.5949,0.004,0.0137
06,Colima,007,Manzanillo,1883.715638,1703.872646,14911.68556,2191.82805,5532.25298,265.411599,51.76551194
06,Colima,008,Minatitlán,0,0,0,0,0,0,0
06,Colima,009,Tecomán,34.83429411,23.91129276,32.12029378,69.4874,1144.970053,4.3757,1.3983
06,Colima,010,Villa de Álvarez,7.156965,4.193404,0.037,0.0358,0.136,0.0014,0.0052
07,Chiapas,003,Acapetahua,51.428,29.348,0,8.3628,5.014,22.08,9.66
07,Chiapas,009,Arriaga,19.358047,6.697442,59.26217718,1.7453,10.3735,0.0775,0.2795
07,Chiapas,012,Berriozábal,0.1196,0.1196,0.0001,0.6697,3.9466,0.0678,0
07,Chiapas,019,Comitán de Domínguez,0.0079,0.0079,4.72893E-06,0.0441,0.2601,0.0045,0
07,Chiapas,027,Chiapa de Corzo,91.68132679,48.09807195,1011.830883,6.5711,125.4261,4.1055,0.6132
07,Chiapas,038,Huixtán,2124.1485,1212.3189,0,345.39,207.234,0,0
07,Chiapas,048,Juárez,0.7048,0.7048,0.0557,7.7894,9.5123,0.5099,0.2977
07,Chiapas,051,Mapastepec,103.6639407,59.16429786,0,16.8897,10.1263,44.593152,19.509504
07,Chiapas,055,Metapa,0.0114,0.0028,0.064910257,0.0572,0.2286,0.0023,0.0091
07,Chiapas,061,Ocozocoautla de Espinosa,34.20169,9.73244,6.89515696,6.1,24.4578,0.2459,0.9719
07,Chiapas,062,Ostuacán,11.39142793,11.25900601,18.95525976,33.665318,77.9497276,1.685105936,0.795922336
07,Chiapas,065,Palenque,25.35753287,15.30823247,0,3.7522,5.5597,9.906624,4.334148
07,Chiapas,068,Pichucalco,4.8373,4.8373,0.3818,53.4645,63.6482,3.5006,2.0436
07,Chiapas,074,Reforma,204.0024,203.99035,10866.289,927.7227,2528.4592,52.017,27.0817
07,Chiapas,078,San Cristóbal de las Casas,0.1204,0.0437,0.580810876,0.6128,2.6434,0.0308,0.0818
07,Chiapas,088,Sunuapa,0,0,0,0,0,0,0
07,Chiapas,089,Tapachula,4.5375416,2.9657302,125.6001,1.1525032,12.039976,33.54960643,0.1842
07,Chiapas,101,Tuxtla Gutiérrez,0,0,0,0,0,37.03164935,0
07,Chiapas,106,Venustiano Carranza,2599.359,1483.5366,0,422.66,253.596,0,0
07,Chiapas,108,Villaflores,0.097,0.0242,0.551391608,0.4852,1.9412,0.0193,0.0777
08,Chihuahua,001,Ahumada,0,0,0,0.00938,0,0.00209,0
08,Chihuahua,002,Aldama,0.4249324,0.2605176,0,0.02175,0,0,0
08,Chihuahua,004,Aquiles Serdán,0.366437387,0.259822638,0,0,0,0,0
08,Chihuahua,005,Ascensión,0.000412831,0.000412831,2.14226E-07,0.004384937,0.007698744,0,0
08,Chihuahua,010,Buenaventura,0.00628,0.00628,0,3088.423341,0,0.01532,0
08,Chihuahua,011,Camargo,0.0000891,0.0000801,0.00006816,5.763241,0.00024,0.005131,0.0000096
08,Chihuahua,017,Cuauhtémoc,24.4633406,22.55757185,16.39369651,880.5484686,296.589636,11.0650492,3.3066
08,Chihuahua,019,Chihuahua,1237.016629,784.8943049,2319.659309,6058.863799,6846.153816,711.6477034,63.03628271
08,Chihuahua,020,Chínipas,0.005369859,0.001342465,0.030500801,0.026849297,0.107397187,0.001073972,0.004295887
08,Chihuahua,021,Delicias,737.3637688,532.5263688,6137.61858,144.556651,753.3866505,34.230063,21.432
08,Chihuahua,025,Gómez Farías,0,0,0,0,0,4.4968E-06,0
08,Chihuahua,031,Guerrero,0,0,0.0933466,0.0362304,0.21653,0,0
08,Chihuahua,032,Hidalgo del Parral,5.427030656,5.427030656,8.768684467,1227.940262,1.182034024,18.39027661,0
08,Chihuahua,034,Ignacio Zaragoza,0.00209,0.00209,0,2.8763E-06,0,0.00146,0
08,Chihuahua,036,Jiménez,0.000108,0.000108,0,0.226656,0,0,0
08,Chihuahua,037,Juárez,1354.186072,1216.057152,4135.428422,10586.18597,12624.37666,679.5591502,15.19263486
08,Chihuahua,040,Madera,0.004137725,0.004137725,2.14714E-06,1.378979347,0.077162976,0,0
08,Chihuahua,045,Meoqui,0.070695,0.070695,0.001682,51.642787,17.117508,22.59619,0
08,Chihuahua,048,Namiquipa,0,0,0,4.88592,0,0,0
08,Chihuahua,051,Ocampo,27.946406,19.98015182,1.1075,1.4629,5.5108,0.134,0.142
08,Chihuahua,052,Ojinaga,0.4896,0.4896,0,0,0,0.231336,0
08,Chihuahua,053,Praxedis G. Guerrero,0.012558,0.012558,0,0.452046,0,0.0728364,0
08,Chihuahua,054,Riva Palacio,0.0456,0.0456,0,0.33708,0,0,0
08,Chihuahua,055,Rosales,0.0006,0.0006,0,0.0324,0,0.12384,0
08,Chihuahua,059,San Francisco del Oro,0.00132336,0.00033084,0.007516685,0.0066168,0.0264672,0.000264672,0.001058688
08,Chihuahua,060,Santa Bárbara,0.265007179,0.187905787,0,0,0,0,0
08,Chihuahua,062,Saucillo,0,0,0,0,0,0,0
08,Chihuahua,065,Urique,0,0,0,0,0,0,0
09,Ciudad de México,002,Azcapotzalco,256.5388291,171.5635866,3.420203359,142.4196377,157.6520446,1039.275298,3.995664923
09,Ciudad de México,003,Coyoacán,14.55677109,12.51802954,8.684932487,44.05386241,69.23913813,134.7135925,0.918668289
09,Ciudad de México,004,Cuajimalpa de Morelos,2.206700563,2.133126706,1.28128826,10.75061106,19.19366215,209.0744337,0.436766277
09,Ciudad de México,005,Gustavo A. Madero,72.46889783,65.80425005,4.590880703,62.99619365,529.9658973,1576.670635,2.27725528
09,Ciudad de México,006,Iztacalco,44.76373899,33.76925778,6.108234009,13.05345101,28.74366128,1341.058096,0.246904302
09,Ciudad de México,007,Iztapalapa,89.46622389,70.00012794,13.12704682,209.9391714,887.0365086,2781.104505,1.805988024
09,Ciudad de México,008,La Magdalena Contreras,0.231127847,0.230821007,0.043232863,3.357107281,17.29044531,0.85791973,0.073571174
09,Ciudad de México,009,Milpa Alta,0.005223244,0.004034644,0.044739533,0.047286552,0.103568063,0.068594995,0.00380352
09,Ciudad de México,010,Álvaro Obregón,100.2895605,71.6514989,2.776810669,33.5466262,28.15307414,144.147191,0.463701284
09,Ciudad de México,011,Tláhuac,148.9946988,93.82225047,0.184450648,9.055231697,12.79858525,168.4391043,0.180466522
09,Ciudad de México,012,Tlalpan,4.110880788,3.361412718,1.869110861,27.51981501,45.15742808,140.8044488,0.482759499
09,Ciudad de México,013,Xochimilco,29.99647932,29.96549604,0.927566532,52.30236182,80.7387399,120.3331494,0.40874853
09,Ciudad de México,014,Benito Juárez,23.17186371,21.49211702,9.026401522,59.53163926,32.72697338,145.0922794,0.484560795
09,Ciudad de México,015,Cuauhtémoc,33.70650874,32.23351066,19.53832147,75.53433301,104.6418134,1086.27138,1.274823538
09,Ciudad de México,016,Miguel Hidalgo,54.74180445,38.33912026,17.46155099,139.4619295,159.2533291,2148.482049,3.68980609
09,Ciudad de México,017,Venustiano Carranza,14.83327329,14.57279343,3.640355444,20.6646105,24.22698422,1445.536928,0.338986983
10,Durango,004,Cuencamé,25.81288,5.1814316,0,0,0,0,0
10,Durango,005,Durango,722.7610232,696.6405641,13.25122986,1664.943418,1292.754103,1717.204164,31.37788755
10,Durango,007,Gómez Palacio,181.7525828,169.9074976,173.0967739,1429.999293,2418.915022,968.363208,51.11422801
10,Durango,009,Guanaceví,2.8953676,2.0873669,0.056047968,0.273838,0.591552,0.00197352,0.00789408
10,Durango,012,Lerdo,784.1817929,477.6786597,14950.16968,195.0744302,424.523816,24.34433861,25.6455
10,Durango,013,Mapimí,4.9104392,3.7005152,0.0427,6.4103,7.8637,0.3928,0.2293
10,Durango,016,Nombre de Dios,0,0,0,0,0,0,0
10,Durango,019,Otáez,11.736075,8.455842,0,0,0,0,0
10,Durango,020,Pánuco de Coronado,123.56,11.4072,0,0,0,0,0
10,Durango,026,San Dimas,0.0066,0.0017,0.0375,0.033,0.1322,0.0013,0.0053
10,Durango,031,Santa Clara,0.0006,0.0006,0,0.0061,0.0108,0,0
10,Durango,032,Santiago Papasquiaro,105.7341103,78.29673184,0.863992575,156.6706536,17.2798515,1.256871286,6.9119406
10,Durango,035,Tepehuanes,2.0158,1.452384,0,0,0,0,0
10,Durango,037,Topia,0.291324,0.20535028,0.0069,0.0227,0.1055,0.0068,0
10,Durango,039,Nuevo Ideal,0.0018,0.0018,0,0.0195,0.0343,0,0
11,Guanajuato,001,Abasolo,9.63926,2.76716,0.0015,0.09259,0.2464,0.0133,0.0077
11,Guanajuato,002,Acámbaro,0.0021,0,0,0.01048,0.05903,0.160308,0
11,Guanajuato,003,San Miguel de Allende,0.000157287,0.000095238,0,0,0,0,0
11,Guanajuato,004,Apaseo el Alto,0.23249744,0.2320392,0.0181,2.5509,3.0396,0.166721902,0.0973
11,Guanajuato,005,Apaseo el Grande,6.591201692,5.424155655,2.783738,1930.83126,63.2454,1266.763,1.9475
11,Guanajuato,007,Celaya,62.83642883,49.73807474,477.6810442,1887.071834,126.9280102,890.8451095,2.804860136
11,Guanajuato,009,Comonfort,0.0048,0.0031,0.0859,0.0007,0.0079,0,0.0001
11,Guanajuato,011,Cortazar,0.2229,0.2183,0.0198,3.03128,5.56511,2.604224,0.0926
11,Guanajuato,013,Doctor Mora,0.0179,0,0,0.1899,0.3334,0,0
11,Guanajuato,014,Dolores Hidalgo Cuna de la Independencia Nacional,4.0746636,2.1919664,0.0728,35.4996,553.9439,0.5113,0.2985
11,Guanajuato,015,Guanajuato,0.032175,0.023182,0,0,0,0,0
11,Guanajuato,017,Irapuato,59.15962625,36.29831968,22.890724,186.5377894,173.1836626,443.3594143,2.5155
11,Guanajuato,018,Jaral del Progreso,3.94641544,2.56785492,51.381,2.0279,8.8181,0.0452,0.1296
11,Guanajuato,019,Jerécuaro,0.00234648,0.00102564,0,0.0092,0.0161,0,0
11,Guanajuato,020,León,47.11653728,32.76960723,1.228596434,24.85285492,313.8082236,386.4209488,0.894789807
11,Guanajuato,022,Ocampo,0.0004,0,0,0.0041,0.0076,0.00804,0
11,Guanajuato,023,Pénjamo,0.0682351,0.04082555,96.358,15.7588,26.0089,34.6112,0.0323
11,Guanajuato,025,Purísima del Rincón,0.183788,0.015084,0.9089,2.3846,3.3548,88.5216583,0.0326
11,Guanajuato,027,Salamanca,1371.774365,822.0462474,16577.98493,1419.16023,3554.19852,5671.333114,69.6496
11,Guanajuato,028,Salvatierra,0.7221,0.4703,33.5952,1.803,0.903,0.0234,0.0669
11,Guanajuato,030,San Felipe,0.0022,0,0,0.0237,0.0424,0.00857,0
11,Guanajuato,031,San Francisco del Rincón,1.5326356,0.8519283,0.0508,112.301,84.6967,152.365123,0.0072
11,Guanajuato,032,San José Iturbide,65.40913034,47.95320934,1.2411,96.839489,161.71188,13.3663854,3.4407
11,Guanajuato,033,San Luis de la Paz,1312.9954,1312.9166,21.841409,939.640148,1524.444082,52.6949,0.083
11,Guanajuato,037,Silao de la Victoria,315.2658551,241.4185137,2.61334,100.158621,207.173174,3030.337035,2.7598
11,Guanajuato,041,Uriangato,0.6628,0,0.0003005,7.0406,12.3614,0,0
11,Guanajuato,044,Villagrán,79.4328788,44.8395808,14.59430524,121.1546341,129.4439362,23.28646318,4.613617538
12,Guerrero,001,Acapulco de Juárez,185.5548035,116.4095458,90.07696537,12.6662696,485.4654541,28.598233,0.23195316
12,Guerrero,007,Arcelia,0,0,0,0,0,0,0
12,Guerrero,017,Cocula,155.99506,97.95311,0.3145,0.0222,0.00088,0,0
12,Guerrero,035,Iguala de la Independencia,0,0,0,0,0,13.25814936,0
12,Guerrero,055,Taxco de Alarcón,0,0,0,0,0,0,0
12,Guerrero,068,La Unión de Isidoro Montes de Oca,5576.6257,3165.029788,62420.2536,3734.3877,24642.7583,0.4374,2.9174
12,Guerrero,075,Eduardo Neri,0.049746648,0.049746648,2.58145E-05,0.528390072,0.92770776,0,0
13,Hidalgo,001,Acatlán,0.013824423,0.012582171,0.0011,0.1344,0.2469,0.0011,0
13,Hidalgo,003,Actopan,0.0243,0.0243,0,0.2573,0.4517,0,0
13,Hidalgo,005,Ajacuba,0.0849,0.0212,0.4824,0.4245,1.6984,0.0169,0.068
13,Hidalgo,006,Alfajayucan,0,0,0,0,0,0.297637,0
13,Hidalgo,010,Atitalaquia,1940.856754,1127.348742,29929.9412,1194.36266,3449.73044,2606.031713,63.1344
13,Hidalgo,013,Atotonilco de Tula,139.46767,130.7073569,316.1589599,1597.839852,1961.634962,32.2386,1.7513
13,Hidalgo,016,Cuautepec de Hinojosa,1.112948,0.735414,22.822,1.3803,2.4727,0.0471,0.0384
13,Hidalgo,021,Emiliano Zapata,9.0103934,7.24980229,0.0187,2.6114,3.1089,0.171,0.0998
13,Hidalgo,022,Epazoyucan,0,0,0,0,0,0.003242,0
13,Hidalgo,028,Huejutla de Reyes,0.00455184,0.00315019,0,0,0,0,0
13,Hidalgo,029,Huichapan,61.41080184,35.03042033,1631.494015,93.5779,3390.3169,9.8846,0.01
13,Hidalgo,034,Lolotla,6.498043192,6.498043192,0.51300341,71.82047738,85.50056831,4.702531257,2.745102621
13,Hidalgo,035,Metepec,1.0359981,0.7759218,3.51,0.0967,2.1118,0.0106,0
13,Hidalgo,036,San Agustín Metzquititlán,0.0059,0.0059,0,0.0629,0.1105,0,0
13,Hidalgo,042,Molango de Escamilla,0,0,0,0,0,0,0
13,Hidalgo,044,Nopala de Villagrán,0,0,0,0,0,0,0
13,Hidalgo,046,San Felipe Orizatlán,1.0946,0.7129,19.6878,0.165,1.815,0.0092,0.0264
13,Hidalgo,048,Pachuca de Soto,4.123868,2.983286,0,0.1205,0.2117,58.44497062,0
13,Hidalgo,050,Progreso de Obregón,196.4124369,56.53432082,3784.9908,10.216,238.3712,1.192,0
13,Hidalgo,051,Mineral de la Reforma,7.39688128,4.30903697,43.0312,3.484,9.93,0.8749536,0.1601
13,Hidalgo,052,San Agustín Tlaxiaca,0.0109,0.0002,0.0107,0.035,0.1569,0.9979,0.0001
13,Hidalgo,056,Santiago Tulantepec de Lugo Guerrero,3.0563,1.9996,54.5038,0.7335,5.5111,0.0256,0.0731
13,Hidalgo,057,Singuilucan,4.743299,2.890144,0,0.4963,0.8715,0,0
13,Hidalgo,059,Tecozautla,1.229076423,0.187434155,0,0,0,0,0
13,Hidalgo,060,Tenango de Doria,8.051706985,1.227885315,0,0,0,0,0
13,Hidalgo,061,Tepeapulco,41.3439214,34.91328503,0.7414,97.8776,251.0152,654.9829277,3.74
13,Hidalgo,063,Tepeji del Río de Ocampo,1.487813082,1.284312228,0.3141,10.1594,13.4106,13.04551912,0.35
13,Hidalgo,066,Villa de Tezontepec,0.0003,0.0003,0,0.003,0.0052,0,0
13,Hidalgo,069,Tizayuca,58.42349099,42.87927327,208.6276576,203.3790815,718.4846016,183.3376401,6.008976588
13,Hidalgo,075,Tolcayuca,0.1277,0.0319,0.7251,0.6382,2.2347,11.972078,0.1021
13,Hidalgo,076,Tula de Allende,6620.657938,5028.938577,109639.4873,5470.085328,16667.69279,315.9232124,178.2761
13,Hidalgo,077,Tulancingo de Bravo,19.587096,12.783738,436.9331,4.6064,41.0977,0.880725,0.5955
13,Hidalgo,079,Xochicoatlán,0.0789924,0.0197481,0.448676832,0.394962,1.579848,0.01579848,0.06319392
13,Hidalgo,081,Zacualtipán de Ángeles,0.0207,0.0141,0.0501,0.1708,0.399,0.0018,0.0071
13,Hidalgo,082,Zapotlán de Juárez,0.0234,0.0018,0.0259,0.0858,0.3473,0.025833,0.0009
13,Hidalgo,083,Zempoala,0.0012,0.0012,0,0.0124,0.0217,1.982736,0
13,Hidalgo,084,Zimapán,28.63702269,20.04591588,0,0,0,0,0
14,Jalisco,001,Acatic,0.0167,0.0068,0.0735,0.1034,0.3267,0.4826,0.0104
14,Jalisco,002,Acatlán de Juárez,1153.6785,658.4409,0,187.59,112.554,0,0
14,Jalisco,003,Ahualulco de Mercado,0.1399,0.0909,2.5091,0.024,0.243,0.0013,0.0039
14,Jalisco,004,Amacueca,29.0088,18.8941,521.7804,4.373,48.1025,0.2449,0.6997
14,Jalisco,005,Amatitán,37.42030988,24.36975748,672.0416195,5.768715087,62.48067718,0.3204712,0.9222096
14,Jalisco,006,Ameca,1576.934246,900.0058042,1.702854334,256.4666865,154.1653611,0.0026512,0.0084048
14,Jalisco,007,San Juanito de Escobedo,2.102,1.3689,37.8026,0.3185,3.4919,0.0178,0.051
14,Jalisco,008,Arandas,71.56487552,46.60499552,1287.015063,10.87537728,118.9967624,0.607548,1.740092
14,Jalisco,009,El Arenal,5.79459776,3.77069094,104.0998824,0.9264368,9.7905552,0.050795152,0.146880608
14,Jalisco,011,Atengo,0.0417,0.0272,0.751,0.0063,0.0692,0.0003,0.001
14,Jalisco,013,Atotonilco el Alto,25.2293763,16.0776055,436.6206865,3.68689776,40.3499808,0.2059176,0.58924
14,Jalisco,015,Autlán de Navarro,2002.666,1142.9911,0.0279,325.85,195.8161,0.001,0.0039
14,Jalisco,016,Ayotlán,11.0368,7.1886,198.5055,1.6715,18.3185,0.0932,0.2665
14,Jalisco,018,La Barca,1.0165,0.6615,18.2641,0.1612,1.7136,0.0088,0.0257
14,Jalisco,019,Bolaños,0,0,0,0,0,0,0
14,Jalisco,020,Cabo Corrientes,0.0006,0.0002,0.0034,0.003,0.012,0.0001,0.0005
14,Jalisco,021,Casimiro Castillo,1137.7704,649.3623,0.1465,185.0032,111.0147,0.0001,0.0002
14,Jalisco,022,Cihuatlán,0.1114,0.0283,0.6287,0.5609,2.2266,0.0221,0.0886
14,Jalisco,023,Zapotlán el Grande,0.97676,0.781433487,0.1191,0.0113,0.0513,69.363527,0.0018
14,Jalisco,024,Cocula,0.0955,0.061,1.6823,0.0279,0.209,0.0013,0.0045
14,Jalisco,025,Colotlán,0.0156,0.0039,0.0886,0.078,0.312,0.0031,0.0125
14,Jalisco,029,Cuquío,0,0,0,0,0,0,0
14,Jalisco,030,Chapala,2.8735,1.9045,49.9361,1.4462,6.4273,0.024,0.0681
14,Jalisco,035,Encarnación de Díaz,0.1449,0.0362,0.8232,0.725,2.8992,0.029,0.116
